frequency_hz,horizontal,vertical,axial
9.705789361247596503e+01,6.996810941682150528e-08,2.159739310554328277e-03,6.280799080358525823e-08
9.755308694723349561e+01,1.026924545363776050e-08,1.079942570165518716e-03,1.483174110184757267e-08
9.804828028199102619e+01,3.811243334861419694e-08,1.013145031727190984e-07,7.429159122846422605e-09
9.854347361674855676e+01,2.704786213969281999e-08,1.178918027379378871e-07,3.502410190454112317e-08
9.903866695150608734e+01,3.685829637526065585e-08,7.751755262381523726e-08,5.444714500074644216e-08
9.953386028626361792e+01,8.219304794099859884e-08,5.375386892249025240e-08,1.413598064918743032e-08
1.000290536210211485e+02,2.497252937236423344e-08,1.612956515128039191e-08,2.407443621955794885e-08
1.005242469557786791e+02,3.310882947128560207e-08,3.235830988334089563e-08,5.023219759938269119e-08
1.010194402905362097e+02,3.475645528157791175e-08,4.681880034047576528e-08,3.939427636016862374e-08
1.015146336252937402e+02,3.154428599810357887e-08,9.172347240441278213e-08,5.152806641235024783e-08
1.020098269600512708e+02,4.007767729603332616e-08,6.509891552445019232e-08,5.632468527872568596e-08
1.025050202948088014e+02,1.535934563261700846e-08,2.798887314921143726e-08,3.067291575479706344e-08
1.030002136295663320e+02,4.231039483671286281e-08,3.377471667865153748e-08,1.078029696781063700e-08
1.034954069643238626e+02,2.776951066227274660e-08,3.320609792884207020e-08,3.356183011624439138e-08
1.039906002990813931e+02,1.174699332019904125e-08,4.016857999761595201e-08,6.850639818962079841e-08
1.044857936338389237e+02,4.696559495518116909e-08,9.409551736920370117e-09,2.947222919081196006e-08
1.049809869685964543e+02,5.526499723311940314e-08,5.259924437676385985e-08,6.965228771364439846e-08
1.054761803033539849e+02,3.578807862565843237e-08,5.379696350123856915e-08,7.172536591692102950e-08
1.059713736381115012e+02,6.684877253337507064e-08,1.377688278830644439e-08,2.239892357279548853e-08
1.064665669728690318e+02,4.454088384077683539e-08,4.277735096585315966e-08,5.803307047020454924e-08
1.069617603076265624e+02,2.474333787194261476e-08,6.879152902221477271e-08,4.772557603645620260e-08
1.074569536423840930e+02,3.856202826949601975e-08,2.050626202847622456e-08,2.688587111329330557e-08
1.079521469771416236e+02,7.465199412825016227e-08,5.530559839851205767e-08,4.461425104802671743e-08
1.084473403118991541e+02,9.332693188716794945e-08,5.737281153898680047e-08,4.271002601544641174e-08
1.089425336466566847e+02,3.278503840976910007e-08,6.362154868203632934e-08,3.983359008611386221e-08
1.094377269814142153e+02,4.503358073530917238e-08,6.451562555875856789e-08,7.229579434522051480e-08
1.099329203161717459e+02,6.187207766934786920e-08,5.472935166060517379e-08,4.006687080997126777e-08
1.104281136509292764e+02,5.072095758232591085e-08,2.359454616185583804e-08,3.143578446392369236e-08
1.109233069856868070e+02,8.880809737454009360e-09,2.955386058846597192e-08,3.380282689429772895e-08
1.114185003204443376e+02,1.217988499509667792e-09,2.599103709400083408e-08,3.445967433298298579e-08
1.119136936552018682e+02,3.567718527531695397e-08,4.820724625444809697e-08,2.521594456326434435e-08
1.124088869899593988e+02,3.131305348423655081e-08,6.660315137836578874e-08,3.322502643452897702e-08
1.129040803247169293e+02,2.803257464298117185e-08,8.157220710516052405e-08,4.007568126096011281e-08
1.133992736594744599e+02,9.568972975453654396e-09,7.243508782670269841e-08,5.409480475675929856e-08
1.138944669942319905e+02,1.652190404775099915e-08,2.600730313577265136e-08,8.526785011586429163e-08
1.143896603289895211e+02,2.014376896837008980e-08,4.499074298072944108e-08,1.011444826536812497e-07
1.148848536637470517e+02,8.941032412464658121e-09,3.020430186432568438e-08,3.715984984030506851e-08
1.153800469985045822e+02,4.121522746380053842e-08,3.852121946793836708e-08,3.396576643788260180e-08
1.158752403332621128e+02,3.595176074647062771e-08,3.650469325873899175e-08,1.138427844788632836e-08
1.163704336680196434e+02,1.468140440335102524e-08,4.368265848798959572e-08,1.687090314457377200e-08
1.168656270027771740e+02,4.396077965336565145e-08,1.877638684108574312e-08,1.117752785211552114e-08
1.173608203375347045e+02,5.536044386328103733e-08,9.460600421838761449e-08,1.878605651227066529e-08
1.178560136722922351e+02,2.293883550892035540e-08,9.661779983872029100e-04,6.980407201568599539e-08
1.183512070070497657e+02,1.505300704724246666e-08,1.932178856845674815e-03,6.973582386169674496e-08
1.188464003418072963e+02,5.031556245785686158e-08,9.662077459144369478e-04,3.810436077191560104e-08
1.193415936765648269e+02,2.195917067054237598e-08,6.623946502567826147e-08,9.050012717280146163e-09
1.198367870113223574e+02,3.496604165612498237e-08,4.413452346734580434e-08,3.819741858147430975e-08
1.203319803460798880e+02,6.527609610120671178e-08,8.381872660377079203e-08,5.049796017504715433e-08
1.208271736808374186e+02,9.116272890212668307e-08,1.195203413008500824e-07,7.364411889622906960e-08
1.213223670155949492e+02,9.163630096958216752e-08,6.379789637862280746e-08,4.226240643019471488e-08
1.218175603503524798e+02,3.420387867176170077e-08,2.333836712914878913e-08,1.908364442291284986e-08
1.223127536851100103e+02,5.896454455668494135e-08,5.751316991054738640e-08,3.234809294306232559e-08
1.228079470198675409e+02,4.789544524256928457e-08,7.212494823859057525e-08,5.521036813411631917e-08
